"title","author","original"
"小劇場記念公演","「ハムレット」を観る","「岸田國士全集22」岩波書店"
"美しき日本語と対話","戯曲「二十六番館」と「おふくろ」","「岸田國士全集22」岩波書店"
"新劇の自活","岸田國士","「岸田國士全集22」岩波書店"
"新劇界の昨今","岸田國士","「岸田國士全集22」岩波書店"
"周囲に聴く","岸田國士","「岸田國士全集22」岩波書店"
"演劇・法律・文化","岸田國士","「岸田國士全集22」岩波書店"
"芝居と見物","売笑的舞台への攻撃","「岸田國士全集22」岩波書店"
"方言について","岸田國士","「岸田國士全集22」岩波書店"
"翻訳劇と翻案劇","岸田國士","「岸田國士全集22」岩波書店"
"通俗性・大衆性・普遍性","岸田國士","「岸田國士全集22」岩波書店"
"プログラム","岸田國士","「岸田國士全集22」岩波書店"
"癇癪批評","岸田國士","「岸田國士全集22」岩波書店"
"危機を救ふもの","岸田國士","「岸田國士全集22」岩波書店"
"新劇の拓く道","岸田國士","「岸田國士全集22」岩波書店"
"平野義太郎宛書簡","一九三二年六月六日","「野呂栄太郎全集下」新日本出版社"
"共同の目標","岸田國士","「岸田國士全集22」岩波書店"
"チロルの古城にて","岸田國士","「岸田國士全集22」岩波書店"
"シュアレスの「三人」（宮崎嶺雄君訳）","岸田國士","「岸田國士全集22」岩波書店"
"新劇の始末","岸田國士","「岸田國士全集22」岩波書店"
"「思はざる収穫」について","岸田國士","「岸田國士全集22」岩波書店"
"わが演劇文化の水準","岸田國士","「岸田國士全集22」岩波書店"
"新築地劇団に望む","岸田國士","「岸田國士全集22」岩波書店"
"中野重治氏に答ふ","岸田國士","「岸田國士全集22」岩波書店"
"『月・水・金』の跋","岸田國士","「岸田國士全集22」岩波書店"
"『紙風船』について","岸田國士","「岸田國士全集22」岩波書店"
"内村直也君の『秋水嶺』","岸田國士","「岸田國士全集22」岩波書店"
"『断層』の作者久板栄二郎君へ","岸田國士","「岸田國士全集22」岩波書店"
"愛妻家の一例","岸田國士","「岸田國士全集22」岩波書店"
"車引耕介に答ふ","岸田國士","「岸田國士全集22」岩波書店"
"ポルト・リシュとクウルトリイヌ","岸田國士","「岸田國士全集21」岩波書店"
"新劇衰微の兆天才俳優出でよ","岸田國士","「岸田國士全集21」岩波書店"
"戯曲時代去る","岸田國士","「岸田國士全集21」岩波書店"
"問屋種切れ","岸田國士","「岸田國士全集21」岩波書店"
"俳優志望者メンタルテスト","岸田國士","「岸田國士全集21」岩波書店"
"アトリエの印象","岸田國士","「岸田國士全集21」岩波書店"
"「悲劇喜劇」発刊について","岸田國士","「岸田國士全集21」岩波書店"
"著作権の精神的擁護","岸田國士","「岸田國士全集21」岩波書店"
"焼き林檎を投げる","岸田國士","「岸田國士全集21」岩波書店"
"文功章","岸田國士","「岸田國士全集21」岩波書店"
"平野義太郎宛書簡","一九三二年二月二十六日","「野呂栄太郎全集下」新日本出版社"
"舞台の笑顔","岸田國士","「岸田國士全集21」岩波書店"
"戯曲の翻訳","岸田國士","「岸田國士全集21」岩波書店"
"ある村の素人劇団","岸田國士","「岸田國士全集21」岩波書店"
"アカデミイの書取","岸田國士","「岸田國士全集21」岩波書店"
"「せりふ」としての方言","岸田國士","「岸田國士全集21」岩波書店"
"新派劇と新派俳優","岸田國士","「岸田國士全集21」岩波書店"
"阿部正雄君のこと","岸田國士","「岸田國士全集21」岩波書店"
"私の演劇論について","岸田國士","「岸田國士全集21」岩波書店"
"喪服の人形","岸田國士","「岸田國士全集21」岩波書店"
"これからの戯曲","岸田國士","「岸田國士全集21」岩波書店"
"ジヤン・コクトオ作「恐るべき子供たち」","岸田國士","「岸田國士全集21」岩波書店"
"劇道救済の必要","岸田國士","「岸田國士全集21」岩波書店"
"脱退問題是非","岸田國士","「岸田國士全集21」岩波書店"
"煽動性万能","岸田國士","「岸田國士全集21」岩波書店"
"「抽斗にない言葉」","岸田國士","「岸田國士全集21」岩波書店"
"新聞小説","岸田國士","「岸田國士全集21」岩波書店"
"陸軍士官から","岸田國士","「岸田國士全集21」岩波書店"
"フランスに於けるシェイクスピア","岸田國士","「岸田國士全集21」岩波書店"
"明日の劇壇へ","岸田國士","「岸田國士全集21」岩波書店"
"紀州人","岸田國士","「岸田國士全集21」岩波書店"
"新劇雑誌","岸田國士","「岸田國士全集21」岩波書店"
"テアトル・コメディイ","岸田國士","「岸田國士全集21」岩波書店"
"新劇復興の兆","岸田國士","「岸田國士全集21」岩波書店"
"恋愛といふもの","岡本かの子","「日本の名随筆29恋」作品社"
"築地座の『ママ先生』","岸田國士","「岸田國士全集21」岩波書店"
"『馬』と『二十六番館』","岸田國士","「岸田國士全集21」岩波書店"
"新劇の殻","岸田國士","「岸田國士全集21」岩波書店"
"再びテアトル・コメディイについて","岸田國士","「岸田國士全集21」岩波書店"
"川口一郎君の『二十六番館』","岸田國士","「岸田國士全集21」岩波書店"
"こんな俳優が欲しい","岸田國士","「岸田國士全集24」岩波書店"
"明治大学文芸科に演劇映画科を新設する件","岸田國士","「岸田國士全集24」岩波書店"
"諸家の芸術価値理論の批判","平林初之輔","「平林初之輔文藝評論全集上巻」文泉堂書店"
"文学座第一回試演に際して","岸田國士","「岸田國士全集24」岩波書店"
"今度の出し物について","岸田國士","「岸田國士全集24」岩波書店"
"映画アカデミイについて","岸田國士","「岸田國士全集24」岩波書店"
"三保寮を訪ふ","岸田國士","「岸田國士全集24」岩波書店"
"私の従軍報告","岸田國士","「岸田國士全集24」岩波書店"
"事変第三年を迎へて","岸田國士","「岸田國士全集24」岩波書店"
"新築地に与へて","岸田國士","「岸田國士全集24」岩波書店"
"或る風潮について","岸田國士","「岸田國士全集24」岩波書店"
"「女らしさ」について","岸田國士","「岸田國士全集24」岩波書店"
"女性の力","岸田國士","「岸田國士全集24」岩波書店"
"一対の美果","岸田國士","「岸田國士全集24」岩波書店"
"続言葉言葉言葉（その二）","岸田國士","「岸田國士全集24」岩波書店"
"雄弁について","岸田國士","「岸田國士全集24」岩波書店"
"母親の心理学","岸田國士","「岸田國士全集24」岩波書店"
"お中元","岸田國士","「岸田國士全集24」岩波書店"
"画期的な企て","――『デカルト選集』推薦の辞――","「岸田國士全集24」岩波書店"
"文芸と国語","岸田國士","「岸田國士全集24」岩波書店"
"事変記念日","岸田國士","「岸田國士全集24」岩波書店"
"支那人研究","岸田國士","「岸田國士全集24」岩波書店"
"「趣味」の草原へ","――「アナトオル・フランス短篇小説全集」推薦の辞――","「岸田國士全集24」岩波書店"
"ジイクフリードについて","岸田國士","「岸田國士全集24」岩波書店"
"『開拓地帯』の序","岸田國士","「岸田國士全集24」岩波書店"
"期待する人","岸田國士","「岸田國士全集24」岩波書店"
"新鮮な魅力","――「仏蘭西文学賞叢書」推薦の辞――","「岸田國士全集24」岩波書店"
"「炬火おくり」について","岸田國士","「岸田國士全集24」岩波書店"
"文学座の芸能祭参加について","岸田國士","「岸田國士全集24」岩波書店"
"新聞小説とは","岸田國士","「岸田國士全集24」岩波書店"
"春日雑記","岸田國士","「岸田國士全集24」岩波書店"
"演出者として","岸田國士","「岸田國士全集24」岩波書店"
"文芸銃後運動","――各地講演旅行の目標――","「岸田國士全集24」岩波書店"
"風俗の非道徳性","岸田國士","「岸田國士全集24」岩波書店"
"レオポール三世の悲劇","岸田國士","「岸田國士全集24」岩波書店"
"米川正夫著「酒・音楽・思出」","岸田國士","「岸田國士全集24」岩波書店"
"劇作と私","岸田國士","「岸田國士全集24」岩波書店"
"一国民としての希望","岸田國士","「岸田國士全集24」岩波書店"
"俳優倫理","岸田國士","「岸田國士全集25」岩波書店"
"都市文化の危機","岸田國士","「岸田國士全集25」岩波書店"
"生活文化の建設","岸田國士","「岸田國士全集25」岩波書店"
"世界的文化の母胎","岸田國士","「岸田國士全集25」岩波書店"
"新文化建設の方向","岸田國士","「岸田國士全集25」岩波書店"
"文芸の側衛的任務","岸田國士","「岸田國士全集25」岩波書店"
"既往文化と新文化","――某氏との談話――","「岸田國士全集25」岩波書店"
"文化の新体制","岸田國士","「岸田國士全集25」岩波書店"
"宗教と科学についての所感","岸田國士","「岸田國士全集25」岩波書店"
"文化政策展開の方向","岸田國士","「岸田國士全集25」岩波書店"
"青年へ","岸田國士","「岸田國士全集25」岩波書店"
"女性へ１","岸田國士","「岸田國士全集25」岩波書店"
"芸術家の協力","――楽壇新体制に備へて――","「岸田國士全集25」岩波書店"
"生活の貧しさ","岸田國士","「岸田國士全集25」岩波書店"
"わが仏文壇に「なくてはならぬ部分」を残す","――「吉江喬松全集」推薦の辞――","「岸田國士全集25」岩波書店"
"大政翼賛会と文化問題","岸田國士","「岸田國士全集25」岩波書店"
"ジーブルグ著「神はフランスにゐるか」","岸田國士","「岸田國士全集25」岩波書店"
"文化とはどういふことか","岸田國士","「岸田國士全集25」岩波書店"
"観光事業と文化問題","――日本観光連盟第六回総会に於ける講演――","「岸田國士全集25」岩波書店"
"地方文化の新建設","岸田國士","「岸田國士全集25」岩波書店"
"「国語文化講座」監修者の言葉","岸田國士","「岸田國士全集25」岩波書店"
"「詩歌の午後」について","岸田國士","「岸田國士全集25」岩波書店"
"戦時下に於る文化運動の意義","岸田國士","「岸田國士全集25」岩波書店"
